Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Derrick Pouliot,20212022,"VGK,SEA",L,D,11,0,4,4,6,4,0.36,0,4,0,0,0,0,0,0,8,0,15:30,--,1994-01-16,Estevan,SK,CAN,CAN,73,205,2012,1,8,20142015,N,Regular Season
Owen Power,20212022,BUF,L,D,8,2,1,3,3,2,0.38,2,3,0,0,0,0,0,0,10,20,22:05,--,2002-11-22,Mississauga,ON,CAN,CAN,78,226,2021,1,1,20212022,N,Regular Season
Chase Priskie,20212022,FLA,R,D,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,14:00,--,1996-03-19,Pembroke Pines,FL,USA,USA,72,185,2016,6,177,20212022,N,Regular Season
Aliaksei Protas,20212022,WSH,L,C,33,3,6,9,4,0,0.27,3,8,0,1,0,0,0,0,34,8.8,11:50,44.8,2001-01-06,Vitebsk,--,BLR,BLR,78,225,2019,3,91,20212022,N,Regular Season
Ivan Provorov,20212022,PHI,L,D,79,9,22,31,-20,34,0.39,8,22,1,7,0,2,1,1,170,5.3,24:53,--,1997-01-13,Yaroslavl,--,RUS,RUS,73,213,2015,1,7,20162017,N,Regular Season
Ethan Prow,20212022,BUF,R,D,4,1,0,1,-1,0,0.25,1,1,0,0,0,0,0,0,2,50,12:44,--,1992-11-17,Sauk Rapids,MN,USA,USA,71,182,--,--,--,20212022,N,Regular Season
Jesse Puljujarvi,20212022,EDM,R,R,65,14,22,36,22,20,0.55,10,29,4,7,0,0,0,1,160,8.8,16:14,--,1998-05-07,Alvkarleby,--,SWE,FIN,76,216,2016,1,4,20162017,N,Regular Season
Ryan Pulock,20212022,NYI,R,D,56,5,16,21,0,2,0.38,3,14,2,6,0,1,0,0,122,4.1,21:08,--,1994-10-06,Dauphin,MB,CAN,CAN,74,220,2013,1,15,20152016,N,Regular Season
Valtteri Puustinen,20212022,PIT,R,R,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,10:14,--,1999-06-04,Kuopio,--,FIN,FIN,70,182,2019,7,203,20212022,N,Regular Season
Mark Pysyk,20212022,BUF,R,D,68,3,9,12,-4,16,0.18,3,12,0,0,0,0,0,0,64,4.7,17:49,--,1992-01-11,Sherwood Park,AB,CAN,CAN,73,205,2010,1,23,20122013,N,Regular Season
Jack Quinn,20212022,BUF,R,R,2,1,1,2,0,0,1,0,1,1,1,0,0,0,0,6,16.7,14:53,--,2001-09-19,Ottawa,ON,CAN,CAN,73,185,2020,1,8,20212022,N,Regular Season
Darren Raddysh,20212022,TBL,R,D,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,10:40,--,1996-02-28,Toronto,ON,CAN,CAN,73,202,--,--,--,20212022,N,Regular Season
Taylor Raddysh,20212022,"TBL,CHI",R,R,74,11,11,22,1,10,0.3,7,17,3,4,1,1,0,1,104,10.6,12:20,37.5,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,2,58,20212022,N,Regular Season
Alexander Radulov,20212022,DAL,L,R,71,4,18,22,-20,30,0.31,3,14,1,8,0,0,0,2,92,4.4,14:06,45.5,1986-07-05,Nizhny Tagil,--,RUS,RUS,73,200,2004,1,15,20062007,N,Regular Season
Michael Raffl,20212022,DAL,L,L,76,7,9,16,-19,16,0.21,6,13,0,0,1,3,0,2,94,7.5,14:32,53.9,1988-12-01,Villach,--,AUT,AUT,73,205,--,--,--,20132014,N,Regular Season
Rickard Rakell,20212022,"ANA,PIT",R,R,70,20,21,41,0,12,0.59,15,31,5,10,0,0,1,2,184,10.9,17:59,45.6,1993-05-05,Sundbyberg,--,SWE,SWE,73,191,2011,1,30,20122013,N,Regular Season
Sampo Ranta,20212022,COL,L,L,10,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,9,0,10:54,50,2000-05-31,Naantali,--,FIN,FIN,74,195,2018,3,78,20212022,N,Regular Season
Mikko Rantanen,20212022,COL,L,R,75,36,56,92,35,56,1.23,20,57,16,35,0,0,0,2,254,14.2,20:59,46.3,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20152016,N,Regular Season
Victor Rask,20212022,"MIN,SEA",L,C,47,9,12,21,4,2,0.45,9,20,0,1,0,0,0,1,58,15.5,12:12,50.6,1993-03-01,Leksand,--,SWE,SWE,74,199,2011,2,42,20142015,N,Regular Season
Adam Raska,20212022,SJS,R,R,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,8:03,--,2001-09-25,Frydek-Mistek,--,CZE,CZE,70,178,2020,7,201,20212022,N,Regular Season
Michael Rasmussen,20212022,DET,L,C,80,15,12,27,-25,66,0.34,15,25,0,2,0,0,0,2,128,11.7,14:31,50.1,1999-04-17,Surrey,BC,CAN,CAN,78,220,2017,1,9,20182019,N,Regular Season
Isaac Ratcliffe,20212022,PHI,L,L,10,1,3,4,-1,10,0.4,1,2,0,2,0,0,0,0,14,7.1,10:45,0,1999-02-15,London,ON,CAN,CAN,78,200,2017,2,35,20212022,N,Regular Season
Jack Rathbone,20212022,VAN,L,D,9,0,0,0,-5,2,0,0,0,0,0,0,0,0,0,10,0,13:50,--,1999-05-20,Boston,MA,USA,USA,70,177,2017,4,95,20202021,N,Regular Season
Kyle Rau,20212022,MIN,L,C,5,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,3,0,8:49,50,1992-10-24,Eden Prairie,MN,USA,USA,69,171,2011,3,91,20152016,N,Regular Season
Lucas Raymond,20212022,DET,R,L,82,23,34,57,-32,16,0.7,18,39,5,18,0,0,2,2,184,12.5,18:09,38.7,2002-03-28,Gothenburg,--,SWE,SWE,71,188,2020,1,4,20212022,N,Regular Season
Ryan Reaves,20212022,NYR,R,R,69,5,8,13,-13,43,0.19,5,13,0,0,0,0,0,0,44,11.4,10:39,50,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,5,156,20102011,N,Regular Season
Scott Reedy,20212022,SJS,R,C,35,7,2,9,-8,10,0.26,4,6,3,3,0,0,0,2,33,21.2,11:11,40.2,1999-04-04,Prior Lake,MN,USA,USA,74,204,2017,4,102,20212022,N,Regular Season
Alec Regula,20212022,CHI,R,D,15,1,0,1,-1,12,0.07,1,1,0,0,0,0,0,0,18,5.6,17:53,--,2000-08-06,West Bloomfield,MI,USA,USA,76,211,2018,3,67,20202021,N,Regular Season
Kristian Reichel,20212022,WPG,R,C,13,1,1,2,-2,7,0.15,1,2,0,0,0,0,0,0,18,5.6,10:24,100,1998-06-11,Most,--,CZE,CZE,74,192,--,--,--,20212022,N,Regular Season
Lukas Reichel,20212022,CHI,L,L,11,0,1,1,-8,0,0.09,0,1,0,0,0,0,0,0,15,0,13:12,34.8,2002-05-17,Nürnberg,--,DEU,DEU,72,170,2020,1,17,20212022,N,Regular Season
Mike Reilly,20212022,BOS,L,D,70,4,13,17,-1,32,0.24,3,13,0,3,1,1,0,0,135,3,18:57,--,1993-07-13,Chicago,IL,USA,USA,74,191,2011,4,98,20152016,N,Regular Season
Cole Reinhardt,20212022,OTT,L,L,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8:35,--,2000-02-01,Calgary,AB,CAN,CAN,73,207,2020,6,181,20212022,N,Regular Season
Sam Reinhart,20212022,FLA,R,C,78,33,49,82,25,13,1.05,17,49,16,31,0,2,0,6,186,17.7,17:46,48.5,1995-11-06,West Vancouver,BC,CAN,CAN,73,196,2014,1,2,20142015,N,Regular Season
Sheldon Rempal,20212022,VAN,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,9:11,--,1995-08-07,Calgary,AB,CAN,CAN,71,173,--,--,--,20182019,N,Regular Season
Dan Renouf,20212022,DET,L,D,4,0,0,0,-2,7,0,0,0,0,0,0,0,0,0,3,0,14:00,--,1994-06-01,Pickering,ON,CAN,CAN,75,202,--,--,--,20162017,N,Regular Season
Brad Richardson,20212022,"CGY,VAN",L,R,44,4,4,8,-1,35,0.18,4,8,0,0,0,0,0,1,31,12.9,10:18,58.2,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,5,163,20052006,N,Regular Season
Morgan Rielly,20212022,TOR,L,D,82,10,58,68,16,40,0.83,8,42,2,23,0,3,0,3,221,4.5,23:44,--,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20132014,N,Regular Season
Juuso Riikola,20212022,PIT,L,D,5,0,1,1,2,2,0.2,0,1,0,0,0,0,0,0,7,0,13:23,--,1993-11-09,Joensuu,--,FIN,FIN,72,189,--,--,--,20182019,N,Regular Season
Rasmus Ristolainen,20212022,PHI,R,D,66,2,14,16,-9,38,0.24,2,15,0,1,0,0,0,0,97,2.1,21:26,--,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,Regular Season
Brett Ritchie,20212022,CGY,R,R,41,3,1,4,-6,29,0.1,3,4,0,0,0,0,0,0,55,5.5,9:43,25,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,2,44,20142015,N,Regular Season
Nick Ritchie,20212022,"TOR,ARI",L,L,57,12,11,23,-13,43,0.4,11,19,1,4,0,0,0,0,93,12.9,12:42,0,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,1,10,20152016,N,Regular Season
Jason Robertson,20212022,DAL,L,L,74,41,38,79,16,22,1.07,28,58,13,21,0,0,2,11,220,18.6,18:07,--,1999-07-22,Arcadia,CA,USA,USA,75,207,2017,2,39,20192020,N,Regular Season
Nicholas Robertson,20212022,TOR,L,L,10,1,0,1,-4,4,0.1,1,1,0,0,0,0,0,0,14,7.1,10:16,--,2001-09-11,Pasadena,CA,USA,USA,69,178,2019,2,53,20202021,N,Regular Season
Buddy Robinson,20212022,ANA,R,R,32,1,5,6,2,19,0.19,1,6,0,0,0,0,0,0,38,2.6,9:15,0,1991-09-30,Bellmawr,NJ,USA,USA,78,232,--,--,--,20152016,N,Regular Season
Eric Robinson,20212022,CBJ,L,L,67,10,17,27,-1,18,0.4,8,25,0,0,2,2,0,1,104,9.6,13:54,50,1995-06-14,Bellmawr,NJ,USA,USA,74,211,--,--,--,20172018,N,Regular Season
Evan Rodrigues,20212022,PIT,R,C,82,19,24,43,3,14,0.52,12,35,7,8,0,0,0,2,243,7.8,15:50,47.4,1993-07-28,Toronto,ON,CAN,CAN,71,182,--,--,--,20152016,N,Regular Season
Alexander Romanov,20212022,MTL,L,D,79,3,10,13,-9,53,0.16,3,13,0,0,0,0,0,0,107,2.8,20:24,--,2000-01-06,Moscow,--,RUS,RUS,73,220,2018,2,38,20202021,N,Regular Season
Jonas Rondbjerg,20212022,VGK,L,R,30,2,4,6,0,4,0.2,2,6,0,0,0,0,0,0,30,6.7,10:01,0,1999-03-31,Horsholm,--,DNK,DNK,74,204,2017,3,65,20212022,N,Regular Season
Kevin Rooney,20212022,NYR,L,C,61,6,6,12,-1,18,0.2,6,12,0,0,0,0,0,1,71,8.5,13:51,44.8,1993-05-21,Canton,MA,USA,USA,74,190,--,--,--,20162017,N,Regular Season
Calle Rosen,20212022,STL,L,D,18,2,5,7,-2,4,0.39,2,7,0,0,0,0,0,0,18,11.1,14:20,--,1994-02-02,Vaxjo,--,SWE,SWE,73,188,--,--,--,20172018,N,Regular Season
Jack Roslovic,20212022,CBJ,R,C,81,22,23,45,2,12,0.56,18,38,4,7,0,0,1,4,131,16.8,14:17,43.5,1997-01-29,Columbus,OH,USA,USA,73,198,2015,1,25,20162017,N,Regular Season
Marco Rossi,20212022,MIN,L,C,2,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,5,0,15:35,31.8,2001-09-23,Feldkirch,--,AUT,AUT,69,182,2020,1,9,20212022,N,Regular Season
Antoine Roussel,20212022,ARI,L,L,53,4,4,8,-16,59,0.15,4,8,0,0,0,0,0,1,59,6.8,12:09,43.6,1989-11-21,Roubaix,--,FRA,FRA,71,200,--,--,--,20122013,N,Regular Season
Carter Rowney,20212022,DET,R,C,26,4,2,6,-4,0,0.23,4,5,0,0,0,1,0,0,15,26.7,10:40,44.9,1989-05-10,Grande Prairie,AB,CAN,CAN,74,208,--,--,--,20162017,N,Regular Season
Matt Roy,20212022,LAK,R,D,67,2,19,21,23,28,0.31,2,17,0,2,0,2,0,0,153,1.3,20:59,--,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20182019,N,Regular Season
Nicolas Roy,20212022,VGK,R,C,78,15,24,39,12,51,0.5,13,33,2,5,0,1,0,3,145,10.3,16:15,48.8,1997-02-05,Amos,QC,CAN,CAN,76,201,2015,4,96,20172018,N,Regular Season
Kristians Rubins,20212022,TOR,L,D,3,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,5,0,11:45,--,1997-12-11,Jurmala,--,LVA,LVA,77,227,--,--,--,20212022,N,Regular Season
Chad Ruhwedel,20212022,PIT,R,D,78,4,9,13,2,14,0.17,4,13,0,0,0,0,0,0,82,4.9,15:20,--,1990-05-07,San Diego,CA,USA,USA,71,189,--,--,--,20122013,N,Regular Season
Arttu Ruotsalainen,20212022,BUF,L,C,18,2,2,4,-1,6,0.22,2,4,0,0,0,0,0,0,23,8.7,11:53,42.5,1997-10-29,Oulu,--,FIN,FIN,69,187,--,--,--,20202021,N,Regular Season
Kris Russell,20212022,EDM,L,D,31,2,7,9,7,4,0.29,2,9,0,0,0,0,0,1,34,5.9,15:26,--,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20072008,N,Regular Season
Bryan Rust,20212022,PIT,R,R,60,24,34,58,7,14,0.97,15,37,9,21,0,0,0,1,180,13.3,18:46,16.7,1992-05-11,Pontiac,MI,USA,USA,71,198,2010,3,80,20142015,N,Regular Season
Jan Rutta,20212022,TBL,R,D,76,3,15,18,25,47,0.24,3,18,0,0,0,0,0,0,86,3.5,16:23,--,1990-07-29,Pisek,--,CZE,CZE,75,204,--,--,--,20172018,N,Regular Season
Adam Ruzicka,20212022,CGY,L,C,28,5,5,10,8,8,0.36,5,10,0,0,0,0,0,0,33,15.2,10:13,46.2,1999-05-11,Bratislava,--,SVK,SVK,76,215,2017,4,109,20202021,N,Regular Season
Derek Ryan,20212022,EDM,R,C,75,10,12,22,-4,8,0.29,10,21,0,0,0,1,0,2,72,13.9,11:26,55.9,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20152016,N,Regular Season
Brandon Saad,20212022,STL,L,L,78,24,25,49,11,10,0.63,15,33,8,13,1,3,0,1,158,15.2,16:16,42.1,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,Regular Season
Scott Sabourin,20212022,OTT,R,R,7,0,2,2,-2,11,0.29,0,2,0,0,0,0,0,0,4,0,7:36,100,1992-07-30,Orleans,ON,CAN,CAN,76,207,--,--,--,20192020,N,Regular Season
Robin Salo,20212022,NYI,L,D,21,1,4,5,-6,4,0.24,1,3,0,2,0,0,0,0,24,4.2,16:41,--,1998-10-13,Espoo,--,FIN,FIN,73,191,2017,2,46,20212022,N,Regular Season
Dylan Samberg,20212022,WPG,L,D,15,0,5,5,3,4,0.33,0,5,0,0,0,0,0,0,14,0,14:51,--,1999-01-24,Saginaw,MN,USA,USA,76,216,2017,2,43,20212022,N,Regular Season
Dmitri Samorukov,20212022,EDM,L,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,2:28,--,1999-06-16,Volgograd,--,RUS,RUS,75,188,2017,3,84,20212022,N,Regular Season
Mattias Samuelsson,20212022,BUF,L,D,42,0,10,10,-10,16,0.24,0,10,0,0,0,0,0,0,44,0,20:00,--,2000-03-14,Philadelphia,PA,USA,USA,76,227,2018,2,32,20202021,N,Regular Season
Linus Sandin,20212022,PHI,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6:59,--,1996-05-19,Uppsala,--,SWE,SWE,73,209,--,--,--,20212022,N,Regular Season
Rasmus Sandin,20212022,TOR,L,D,51,5,11,16,9,4,0.31,5,13,0,3,0,0,0,3,46,10.9,16:58,--,2000-03-07,Uppsala,--,SWE,SWE,71,182,2018,1,29,20192020,N,Regular Season
Zachary Sanford,20212022,"OTT,WPG",L,L,80,9,12,21,-15,50,0.26,8,18,1,3,0,0,0,0,104,8.7,14:18,22.7,1994-11-09,Salem,MA,USA,USA,76,206,2013,2,61,20162017,N,Regular Season
Travis Sanheim,20212022,PHI,L,D,80,7,24,31,9,34,0.39,7,31,0,0,0,0,1,1,123,5.7,22:58,--,1996-03-29,Elkhorn,MB,CAN,CAN,76,222,2014,1,17,20172018,N,Regular Season
David Savard,20212022,MTL,R,D,62,3,14,17,-22,36,0.27,3,16,0,0,0,1,0,0,66,4.6,20:47,--,1990-10-22,St-Hyacinthe,QC,CAN,CAN,73,235,2009,4,94,20112012,N,Regular Season
Marco Scandella,20212022,STL,L,D,70,3,11,14,17,18,0.2,3,12,0,0,0,2,0,0,76,4,18:08,--,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20102011,N,Regular Season
Colton Sceviour,20212022,EDM,R,C,35,2,3,5,-6,26,0.14,2,4,0,0,0,1,0,0,38,5.3,9:28,46.8,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,4,112,20102011,N,Regular Season
Mark Scheifele,20212022,WPG,R,C,67,29,41,70,-17,23,1.04,22,51,7,19,0,0,2,3,159,18.2,21:08,50.7,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20112012,N,Regular Season
Brayden Schenn,20212022,STL,L,C,62,24,34,58,21,33,0.94,17,41,7,17,0,0,1,3,111,21.6,17:47,49.1,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20092010,N,Regular Season
Luke Schenn,20212022,VAN,R,D,66,5,12,17,15,61,0.26,4,16,0,0,1,1,0,1,78,6.4,17:13,--,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20082009,N,Regular Season
Nick Schmaltz,20212022,ARI,R,C,63,23,36,59,1,14,0.94,19,51,4,8,0,0,0,4,123,18.7,18:15,47.7,1996-02-23,Madison,WI,USA,USA,72,184,2014,1,20,20162017,N,Regular Season
Nate Schmidt,20212022,WPG,L,D,77,4,28,32,-4,10,0.42,3,20,1,11,0,1,0,1,117,3.4,20:13,--,1991-07-16,St. Cloud,MN,USA,USA,72,197,--,--,--,20132014,N,Regular Season
Braden Schneider,20212022,NYR,R,D,43,2,9,11,5,9,0.26,2,10,0,1,0,0,0,0,25,8,15:29,--,2001-09-20,Prince Albert,SK,CAN,CAN,76,213,2020,1,19,20212022,N,Regular Season
Corey Schueneman,20212022,MTL,L,D,24,2,4,6,-5,8,0.25,2,5,0,1,0,0,0,0,30,6.7,16:36,--,1995-09-02,Milford,MI,USA,USA,71,197,--,--,--,20212022,N,Regular Season
Justin Schultz,20212022,WSH,R,D,74,4,19,23,-15,16,0.31,2,18,2,5,0,0,0,1,92,4.4,16:55,--,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20122013,N,Regular Season
Jaden Schwartz,20212022,SEA,L,C,37,8,15,23,-13,14,0.62,7,19,1,4,0,0,0,0,101,7.9,18:27,48.6,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20112012,N,Regular Season
Cole Schwindt,20212022,FLA,R,R,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,3,0,14:08,48.4,2001-04-25,Kitchener,ON,CAN,CAN,74,203,2019,3,81,20212022,N,Regular Season
Nick Seeler,20212022,PHI,L,D,43,1,2,3,-3,29,0.07,1,3,0,0,0,0,0,0,32,3.1,13:05,--,1993-06-03,Eden Prairie,MN,USA,USA,75,197,2011,5,131,20172018,N,Regular Season
Tyler Seguin,20212022,DAL,R,C,81,24,25,49,-21,30,0.6,21,36,3,13,0,0,1,2,218,11,17:49,56,1992-01-31,Brampton,ON,CAN,CAN,74,201,2010,1,2,20102011,N,Regular Season
Moritz Seider,20212022,DET,R,D,82,7,43,50,-9,34,0.61,5,27,2,21,0,2,2,4,187,3.7,23:02,--,2001-04-06,Zell,--,DEU,DEU,75,205,2019,1,6,20212022,N,Regular Season
Andrej Sekera,20212022,DAL,L,D,32,1,3,4,-3,16,0.13,1,4,0,0,0,0,0,0,26,3.9,13:43,--,1986-06-08,Bojnice,--,SVK,SVK,72,200,2004,3,71,20062007,N,Regular Season
Kirill Semyonov,20212022,TOR,L,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,10:02,50,1994-10-27,Omsk,--,RUS,RUS,72,171,--,--,--,20212022,N,Regular Season
Brett Seney,20212022,TOR,L,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7:01,0,1996-02-28,London,ON,CAN,CAN,69,156,2015,6,157,20182019,N,Regular Season
Zach Senyshyn,20212022,OTT,R,R,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,6:32,--,1997-03-30,Ottawa,ON,CAN,CAN,73,205,2015,1,15,20182019,N,Regular Season
Mikhail Sergachev,20212022,TBL,L,D,78,7,31,38,6,59,0.49,6,30,1,7,0,1,0,1,149,4.7,22:28,--,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,212,2016,1,9,20162017,N,Regular Season
Damon Severson,20212022,NJD,R,D,80,11,35,46,-14,57,0.58,6,29,5,16,0,1,0,0,158,7,23:36,--,1994-08-07,Melville,SK,CAN,CAN,74,204,2012,2,60,20142015,N,Regular Season
Michael Sgarbossa,20212022,WSH,L,C,10,2,2,4,3,0,0.4,2,4,0,0,0,0,0,0,11,18.2,9:54,56.9,1992-07-25,Campbellville,ON,CAN,CAN,72,179,--,--,--,20122013,N,Regular Season
Yegor Sharangovich,20212022,NJD,L,C,76,24,22,46,-14,23,0.61,20,41,2,3,2,2,0,3,168,14.3,16:30,40.5,1998-06-06,Minsk,--,BLR,BLR,74,196,2018,5,141,20202021,N,Regular Season
Kevin Shattenkirk,20212022,ANA,R,D,82,8,27,35,-9,36,0.43,7,21,1,14,0,0,0,1,163,4.9,21:25,0,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,Regular Season
Logan Shaw,20212022,OTT,R,R,17,1,2,3,-3,2,0.18,1,3,0,0,0,0,0,0,17,5.9,9:23,50.4,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,3,76,20152016,N,Regular Season
Mason Shaw,20212022,MIN,L,C,3,0,0,0,-2,5,0,0,0,0,0,0,0,0,0,7,0,8:59,33.3,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,4,97,20212022,N,Regular Season
Riley Sheahan,20212022,SEA,L,C,69,4,13,17,6,2,0.25,4,15,0,0,0,2,0,0,69,5.8,12:03,47.1,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,1,21,20112012,N,Regular Season
Conor Sheary,20212022,WSH,L,L,71,19,24,43,-2,14,0.61,17,37,2,6,0,0,0,5,129,14.7,15:17,40.7,1992-06-08,Winchester,MA,USA,USA,68,182,--,--,--,20152016,N,Regular Season
Kiefer Sherwood,20212022,COL,R,L,11,1,1,2,3,0,0.18,1,2,0,0,0,0,0,1,9,11.1,8:34,100,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20182019,N,Regular Season
Kole Sherwood,20212022,NSH,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8:08,--,1997-01-22,Columbus,OH,USA,USA,73,212,--,--,--,20182019,N,Regular Season
Devin Shore,20212022,EDM,L,C,49,5,6,11,-4,10,0.22,4,10,0,0,1,1,0,0,36,13.9,9:34,47.7,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,2,61,20152016,N,Regular Season
Jonas Siegenthaler,20212022,NJD,L,D,70,1,13,14,-5,42,0.2,1,13,0,0,0,1,0,0,92,1.1,20:34,--,1997-05-06,Zurich,--,CHE,CHE,74,218,2015,2,57,20182019,N,Regular Season
Dylan Sikura,20212022,COL,L,R,5,0,1,1,0,0,0.2,0,1,0,0,0,0,0,0,3,0,9:57,--,1995-06-01,Aurora,ON,CAN,CAN,71,170,2014,6,178,20172018,N,Regular Season
Jakob Silfverberg,20212022,ANA,R,R,53,5,16,21,-3,30,0.4,4,16,1,5,0,0,0,0,120,4.2,17:02,33.3,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,Regular Season
Cole Sillinger,20212022,CBJ,L,C,79,16,15,31,-22,37,0.39,16,29,0,2,0,0,0,3,148,10.8,13:42,46.5,2003-05-16,Columbus,OH,USA,USA,73,202,2021,1,12,20212022,N,Regular Season
Radim Simek,20212022,SJS,L,D,36,1,1,2,-13,8,0.06,1,2,0,0,0,0,0,0,25,4,13:17,--,1992-09-20,Mlada Boleslav,--,CZE,CZE,72,204,--,--,--,20182019,N,Regular Season
Wayne Simmonds,20212022,TOR,R,R,72,5,11,16,-7,96,0.22,5,15,0,1,0,0,0,2,79,6.3,9:20,50,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20082009,N,Regular Season
Dominik Simon,20212022,"PIT,ANA",L,C,72,3,10,13,0,34,0.18,3,12,0,1,0,0,0,1,88,3.4,10:17,42.9,1994-08-08,Prague,--,CZE,CZE,71,190,2015,5,137,20152016,N,Regular Season
Colton Sissons,20212022,NSH,R,C,79,7,21,28,2,30,0.35,6,24,1,4,0,0,0,0,87,8.1,16:10,55.7,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20132014,N,Regular Season
Jeff Skinner,20212022,BUF,L,L,80,33,30,63,-14,42,0.79,28,52,5,11,0,0,0,4,262,12.6,17:06,40.6,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,Regular Season
Brady Skjei,20212022,CAR,L,D,82,9,30,39,22,48,0.48,9,39,0,0,0,0,0,0,184,4.9,21:09,--,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,Regular Season
Jaccob Slavin,20212022,CAR,L,D,79,4,38,42,35,10,0.53,3,33,1,7,0,2,0,0,165,2.4,23:32,--,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20152016,N,Regular Season
Josiah Slavin,20212022,CHI,L,L,15,0,1,1,0,4,0.07,0,1,0,0,0,0,0,0,13,0,12:02,43.3,1998-12-31,Erie,CO,USA,USA,75,205,2018,7,193,20212022,N,Regular Season
Brendan Smith,20212022,CAR,L,D,45,4,4,8,6,36,0.18,4,8,0,0,0,0,0,1,63,6.4,13:55,--,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,Regular Season
C.J. Smith,20212022,CAR,L,L,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,9:22,--,1994-12-01,Des Moines,IA,USA,USA,71,191,--,--,--,20162017,N,Regular Season
Cole Smith,20212022,NSH,L,R,8,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,3,0,8:50,0,1995-10-28,Brainerd,MN,USA,USA,75,195,--,--,--,20202021,N,Regular Season
Craig Smith,20212022,BOS,R,C,74,16,20,36,2,28,0.49,16,32,0,4,0,0,0,1,187,8.6,14:25,33.3,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,Regular Season
Gemel Smith,20212022,DET,L,C,3,0,1,1,-2,5,0.33,0,1,0,0,0,0,0,0,1,0,6:46,60,1994-04-16,Toronto,ON,CAN,CAN,70,203,2012,4,104,20162017,N,Regular Season
Givani Smith,20212022,DET,L,R,46,4,3,7,-6,108,0.15,4,7,0,0,0,0,0,0,50,8,8:28,50,1998-02-27,Toronto,ON,CAN,CAN,74,214,2016,2,46,20192020,N,Regular Season
